,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
112,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.02,Pulmonary alveolar microlithiasis,Diseases of the Respiratory System,Diseases of the Respiratory System
113,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.03,Idiopathic pulmonary hemosiderosis,Diseases of the Respiratory System,Diseases of the Respiratory System
114,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.09,Other alveolar and parieto-alveolar conditions,Diseases of the Respiratory System,Diseases of the Respiratory System
115,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.10,"Pulmonary fibrosis, unspecified",Diseases of the Respiratory System,Diseases of the Respiratory System
116,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.111,"Idiopathic interstitial pneumonia, not otherwise specified",Diseases of the Respiratory System,Diseases of the Respiratory System
117,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.112,Idiopathic pulmonary fibrosis,Diseases of the Respiratory System,Diseases of the Respiratory System
118,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.113,Idiopathic non-specific interstitial pneumonitis,Diseases of the Respiratory System,Diseases of the Respiratory System
119,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.114,Acute interstitial pneumonitis,Diseases of the Respiratory System,Diseases of the Respiratory System
120,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.115,Respiratory bronchiolitis interstitial lung disease,Diseases of the Respiratory System,Diseases of the Respiratory System
121,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.116,Cryptogenic organizing pneumonia,Diseases of the Respiratory System,Diseases of the Respiratory System
122,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.117,Desquamative interstitial pneumonia,Diseases of the Respiratory System,Diseases of the Respiratory System
123,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.17,Other interstitial pulmonary diseases with fibrosis in diseases classified elsewhere,Diseases of the Respiratory System,Diseases of the Respiratory System
124,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.170,Interstitial lung disease with progressive fibrotic phenotype in diseases classified elsewhere,Diseases of the Respiratory System,Diseases of the Respiratory System
125,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.178,Other interstitial pulmonary diseases with fibrosis in diseases classified elsewhere,Diseases of the Respiratory System,Diseases of the Respiratory System
126,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.2,Lymphoid interstitial pneumonia,Diseases of the Respiratory System,Diseases of the Respiratory System
127,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.81,Lymphangioleiomyomatosis,Diseases of the Respiratory System,Diseases of the Respiratory System
128,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.82,Adult pulmonary Langerhans cell histiocytosis,Diseases of the Respiratory System,Diseases of the Respiratory System
129,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.83,Surfactant mutations of the lung,Diseases of the Respiratory System,Diseases of the Respiratory System
130,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.841,Neuroendocrine cell hyperplasia of infancy,Diseases of the Respiratory System,Diseases of the Respiratory System
131,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.842,Pulmonary interstitial glycogenosis,Diseases of the Respiratory System,Diseases of the Respiratory System
132,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.843,Alveolar capillary dysplasia with vein misalignment,Diseases of the Respiratory System,Diseases of the Respiratory System
133,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.848,Other interstitial lung diseases of childhood,Diseases of the Respiratory System,Diseases of the Respiratory System
134,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.89,Other specified interstitial pulmonary diseases,Diseases of the Respiratory System,Diseases of the Respiratory System
135,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J84.9,"Interstitial pulmonary disease, unspecified",Diseases of the Respiratory System,Diseases of the Respiratory System
136,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J85.2,Abscess of lung without pneumonia,Diseases of the Respiratory System,Diseases of the Respiratory System
137,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.01,Acute bronchospasm,Diseases of the Respiratory System,Diseases of the Respiratory System
138,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.09,"Other diseases of bronchus, not elsewhere classified",Diseases of the Respiratory System,Diseases of the Respiratory System
139,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.4,Other disorders of lung,Diseases of the Respiratory System,Diseases of the Respiratory System
140,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.6,Disorders of diaphragm,Diseases of the Respiratory System,Diseases of the Respiratory System
141,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.8,Other specified respiratory disorders,Diseases of the Respiratory System,Diseases of the Respiratory System
142,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J98.9,"Respiratory disorder, unspecified",Diseases of the Respiratory System,Diseases of the Respiratory System
143,Pulmonary fibrosis,Diseases of the Respiratory System,RSP016,Other specified and unspecified lower respiratory disease,J99,Respiratory disorders in diseases classified elsewhere,Diseases of the Respiratory System,Diseases of the Respiratory System
144,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J00,Acute nasopharyngitis [common cold],Diseases of the Respiratory System,Diseases of the Respiratory System
145,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J02.8,Acute pharyngitis due to other specified organisms,Diseases of the Respiratory System,Diseases of the Respiratory System
146,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J02.9,"Acute pharyngitis, unspecified",Diseases of the Respiratory System,Diseases of the Respiratory System
147,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.0,Acute laryngitis,Diseases of the Respiratory System,Diseases of the Respiratory System
148,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.10,Acute tracheitis without obstruction,Diseases of the Respiratory System,Diseases of the Respiratory System
149,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.11,Acute tracheitis with obstruction,Diseases of the Respiratory System,Diseases of the Respiratory System
150,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.2,Acute laryngotracheitis,Diseases of the Respiratory System,Diseases of the Respiratory System
151,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.30,"Supraglottitis, unspecified, without obstruction",Diseases of the Respiratory System,Diseases of the Respiratory System
152,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J04.31,"Supraglottitis, unspecified, with obstruction",Diseases of the Respiratory System,Diseases of the Respiratory System
153,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J05.0,Acute obstructive laryngitis [croup],Diseases of the Respiratory System,Diseases of the Respiratory System
154,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J05.10,Acute epiglottitis without obstruction,Diseases of the Respiratory System,Diseases of the Respiratory System
155,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J05.11,Acute epiglottitis with obstruction,Diseases of the Respiratory System,Diseases of the Respiratory System
156,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J06.0,Acute laryngopharyngitis,Diseases of the Respiratory System,Diseases of the Respiratory System
157,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J06.9,"Acute upper respiratory infection, unspecified",Diseases of the Respiratory System,Diseases of the Respiratory System
158,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J39.0,Retropharyngeal and parapharyngeal abscess,Diseases of the Respiratory System,Diseases of the Respiratory System
159,Acute pharyngitis,Diseases of the Respiratory System,RSP006,Other specified upper respiratory infections,J39.1,Other abscess of pharynx,Diseases of the Respiratory System,Diseases of the Respiratory System
160,Chest pain,Diseases of the Circulatory System,CIR012,Nonspecific chest pain,R07.0,Pain in throat,Diseases of the Circulatory System,Diseases of the Circulatory System
161,Chest pain,Diseases of the Circulatory System,CIR012,Nonspecific chest pain,R07.2,Precordial pain,Diseases of the Circulatory System,Diseases of the Circulatory System
162,Chest pain,Diseases of the Circulatory System,CIR012,Nonspecific chest pain,R07.8,Other chest pain,Diseases of the Circulatory System,Diseases of the Circulatory System
163,Chest pain,Diseases of the Circulatory System,CIR012,Nonspecific chest pain,R07.89,Other chest pain,Diseases of the Circulatory System,Diseases of the Circulatory System
164,Chest pain,Diseases of the Circulatory System,CIR012,Nonspecific chest pain,R07.9,"Chest pain, unspecified",Diseases of the Circulatory System,Diseases of the Circulatory System
165,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.5,Pain in joint,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
166,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.50,Pain in unspecified joint,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
167,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.51,Pain in shoulder,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
168,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.511,Pain in right shoulder,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
169,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.512,Pain in left shoulder,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
170,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.519,Pain in unspecified shoulder,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
171,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.52,Pain in elbow,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
172,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.521,Pain in right elbow,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
173,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.522,Pain in left elbow,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
174,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.529,Pain in unspecified elbow,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
175,Joint pain,Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",M25.53,Pain in wrist,Diseases of the Musculoskeletal System and Connective Tissue,Diseases of the Musculoskeletal System and Connective Tissue
